sent_id,sent_text,sent_label1,sent_label2,sent_label3
507-93233-0,"Es cierto que con un par de rascacielos no se arregla nada, pero sí es cierto lo que apuntaban otros comentarios en que el sur está más poblado que el norte, y que en el norte están situadas más sedes de empresas y centros de trabajo que en el sur, y que ello implica miles de desplazamientos todos los días con el consecuente aumento del tráfico y la contaminación.",YES,CLAIM,NONE
507-93233-1,Vivo al lado de la M30 y lo veo desde mi casa todos los días.,YES,PREMISE,PRECISION
615-0-0,Multar a ciclistas que incumplan las normas de circulación,YES,CLAIM,NONE
615-0-0,"Creo que debemos defender el transporte público y en bicicleta, pero estoy realmente harto del gran número de ciclistas que consideran que los ceda el paso y los semáforos no son para ellos.",YES,CLAIM,NONE
615-18600-0,"Según el código de circulación vigente, una bicicleta es un vehículo más de la vía, con lo que tendría que respetar las normas de circulación.",YES,CLAIM,NONE
615-18600-1,Mi punto a favor de multar a aquellos ciclistas que se saltan semáforos en rojo o van por las aceras o Madrid Río a velocidades no permitidas.,YES,CLAIM,NONE
615-18661-0,"En Madrid río lo que deberían de hacer es hacer una parte peatonal y una parte para bicicletas, cuando hace buen tiempo la gente se echa a andar yendo por el centro del carril y no dejando sitio para pasar a las bicicletas.",YES,CLAIM,NONE
615-18661-1,"Si los peatones se pegaran a la derecha sería más fácil, pero como les han pintado en el suelo que tienen prioridad se creen que el carril entero es suyo.",YES,PREMISE,OPPOSITION
615-19664-0,Actualmente la normativa es así y hay que cumplirla.,YES,CLAIM,NONE
615-19664-1,"Pero al mismo tiempo, hay que presionar para cambiarla ¿Cómo vamos a aplicar las mismas normas de seguridad vial a una bicicleta, que es capaz de alcanzar mucha menor velocidad, que apenas tiene capacidad de provocar accidentes mucho menos mortales y cuyo uso encima es beneficioso para todos, que a una máquina de toneladas de peso que todos los días mata y contamina?",YES,PREMISE,NONE
615-19664-2,Las bicicletas necesitan una regulación mejor y adaptada a su realidad.,YES,PREMISE,NONE
615-19664-3,No veo a la gente volviéndose loca y pidiendo que multen a los peatones que cruzan en rojo o por fuera de los paso de cebra cuando no viene nadie.,NO,SPAM,NONE
615-19664-4,Porque lo hacemos todos y sabemos que no es para tanto.,NO,SPAM,NONE
615-19664-5,Una persona a bicicleta está mucho más cercana a un peatón que a un coche.,YES,CLAIM,NONE
615-19664-6,Hagamos unas normas consecuentes con eso.,YES,PREMISE,GOAL
615-19685-0,Totalmente de acuerdo.,NO,SPAM,NONE
615-19685-1,En muchos países ya es así.,NO,SPAM,NONE
615-19685-2,Hay gente que no se ha dado cuenta todavía que las bicicletas no son coches ni motos.,NO,SPAM,NONE
615-23245-0,"Gracias, Viridiana, por poner un poco de sensatez en este debate.",NO,SPAM,NONE
615-23245-1,Suscribo el cien por cien de lo que has escrito.,NO,SPAM,NONE
615-18618-0,Antes de multar a diestro y siniestro hay muchas medidas que aplicar para que la convivencia en la ciudad entre coches peatones y bicicletas sea mejor.,YES,CLAIM,NONE
615-18618-1,¿Por qué en algunos semaforos no se ponen intermitentes para que las bicicletas puedan pasar primero?,YES,PREMISE,REASON
615-18618-2,¿Por qué no se hacen aceras compartidas donde las bicicletas puedan ir por un lado y los peatones por el otro como en muchas ciudades europeas?.,YES,PREMISE,REASON
615-18618-3,Y claro que se multa a los ciclistas y con sanciones iguales a las de los coches.,YES,CLAIM,NONE
615-18618-4,No apoyaré esta propuesta.,YES,CLAIM,NONE
615-18625-0,"Igual que los ciclistas exigen y con razón que se les respete ellos deben respetar las normas de circulación, raro es el ciclista que respeta un semáforo, .",YES,CLAIM,NONE
615-18625-1,"Un ceda el paso o se mete en dirección prohibida además de subir por las aceras sin ningún cuidado sin pensar que por las aceras caminan personas mayores, invidentes y otros imposibilitados, esto también va para las motos.",NO,SPAM,NONE
615-18658-0,Me hace gracia que se llame ciclista a todo el que lleva una bicicleta.,NO,SPAM,NONE
615-18658-1,"Los ciclistas de verdad, respetan mucho más que los coches y los peatones.",NO,SPAM,NONE
615-18639-0,Ya hay legislación que multa las infracciones.,YES,CLAIM,NONE
615-18639-1,Por tanto no veo sentido a esta propuesta porque es algo que ya está codificado en la ley y de hecho los ciclistas reciben multas.,YES,PREMISE,RESULT
615-18639-2,"Otra cosa es que no reciban todas las que se merecen, lo que ocurre por igual con coches que no respetan los límites de velocidad en distintos tipos de vías, etc.",YES,PREMISE,OPPOSITION
615-18659-0,"Ciertamente últimanente casi me llevo más sustos con las bicicletas que con los coches, incluso en aceras peatonales estrechas algunos van a 30 por hora y si no te apartas te llevan por delante.",NO,SPAM,NONE
615-18662-0,"Hoy por hoy no creo que sea buena idea priorizar el acoso al ciclista, sino al contrario.",YES,CLAIM,NONE
615-18662-1,En otros países gozan de privilegios como circular en dirección contraria por buena parte de las vías urbanas.,YES,PREMISE,REASON
615-18662-2,"Por otro lado, en mi experiencia personal, nunca un ciclista me ha impedido cruzar un paso de peatones, frente al gran número de turismos que sí lo han hecho.",YES,PREMISE,ALTERNATIVE
615-19122-0,A mí si y encima se ha puesto como un energumeno conmigo.,NO,SPAM,NONE
615-140700-0,"Pues yo me paro en todos, si cruza alguien cuando no hay semáforo.",NO,SPAM,NONE
615-140700-1,"Creo que puestos a perseguir ilegalidades tendrían que ir a por las que más se cometen, en particular controlar más a menudo la velocidad en calles como la Castellana, Arturo Soria, Avda. De los Poblados, Avda de Extremadura 70 Km/h hasta la M-40 etc.",YES,PREMISE,PRECISION
615-18698-0,Los ciclistas ya están obligados a cumplir las leyes y ordenanzas de tráfico.,YES,CLAIM,NONE
615-18698-1,"Aun así es cierto que muchos, no todos, se las saltan.",YES,PREMISE,CONCESSION
615-18698-2,Creo que antes de empezar a multar primero se debería hacer una buena campaña para dar a conocer la normativa.,YES,CLAIM,NONE
615-18698-3,"También para los conductores de coches, que muchos no la conocen.",YES,PREMISE,ADDITION
615-18970-0,"Difundir que cualquier usuario de la vía ha de cumplir las normas, conocidas por todos aún no teniendo carnet de conducir el que quiera es absurdo.",NO,SPAM,NONE
615-18970-1,De todos es conocido que un semáforo en rojo no se salta.,NO,SPAM,NONE
615-18970-2,"Lo que es un stop Lo que es respetar al peaton o en el caso de vehículo a motor, lo que es respetar al ciclo.",NO,SPAM,NONE
615-18970-3,"Es cierto que el ciclista tiene otra agilidad, como el motorista; pero las normas son standard y las tenemos que cumplir todos, con independencia de si vamos a pie, o con ruedas.",YES,PREMISE,CONCESSION
615-18970-4,Un saludo.,NO,SPAM,NONE
615-20386-0,"Sí, es absurdo que la gente no tenga iniciativa en conocerlas, pero ya lo usar visto, o la desconocen o se la suda.",NO,SPAM,NONE
615-20386-1,La dgt lleva muchísimos años haciendo campañas de concienciación y de divulgación para los conductores de vehículos a motor.,NO,SPAM,NONE
615-20386-2,No veo por que ahora es distinto.,NO,SPAM,NONE
615-18750-0,"Estoy de acuerdo con la opinión de que las multas deberían ser el último recurso y que existen, en efecto, muchas otras iniciativas previas que pueden mejorar la situación.",YES,CLAIM,NONE
615-18750-1,"Por tanto, en este momento, no apoyaría esta propuesta.",YES,PREMISE,RESULT
615-18750-2,Un saludo.,NO,SPAM,NONE
615-18782-0,"Circular en bicicleta por Madrid es un estrés, ningún coche respeta la velocidad de 30 k/h en el carril destinado a ello, y eso cuando existe ese carril.",NO,SPAM,NONE
615-18782-1,"Los coches te pitan, te insultan, o te pasan demasiado cerca.",NO,SPAM,NONE
615-18782-2,"Si vas por la acera porque te acojona ir por la calle, los peatones te miran mal o increpan.",NO,SPAM,NONE
615-18782-3,"Lo cierto es que ir en bicicleta implica tener que ir con una atención constante, cosa que no es necesaria si vas andando y cosa que en el coche no se practica demasiado.",NO,SPAM,NONE
615-18782-4,La sensación del conductor o el peatón de que el ciclista es un peligro viene de su percepción distraida y temerosa.,NO,SPAM,NONE
615-18782-5,En general el ciclista te ha visto y ha calculado tu trayectoria antes de que te supieras de su existencia.,NO,SPAM,NONE
615-18782-6,"No es que defienda que el ciclista no cumpla sus deberes, pero creo que es ridículo centrarnos en sus deberes cuando apenas hemos avanzado minimamente en cuanto a sus derechos.",YES,CLAIM,NONE
615-18782-7,"El que va en bicicleta y no en coche, está colaborando con el medio ambiente.",NO,SPAM,NONE
615-18782-8,Persigamos a los que lo destruyen.,NO,SPAM,NONE
615-19111-0,"Mira majo, mirate las ordenanzas municipales y veras que esta prohibido circular los ciclistas por las aceras, así que ya están incumpliendo con la primera regla.",YES,CLAIM,NONE
615-19111-1,Perdon por no poder poner acentos.,NO,SPAM,NONE
615-19118-0,Por cierto yo también estoy a favor de las bicicletas.,NO,SPAM,NONE
615-48236-0,Más de acuerdo imposible.,NO,SPAM,NONE
615-48236-1,Ir por la carretera es jugarse la vida.,NO,SPAM,NONE
615-48236-2,No hay más discusión.,NO,SPAM,NONE
615-48236-3,"Como no quiero jugarme la vida porque la aprecio mucho, y quiero ir a trabajar en bicicleta por zonas donde los coches van a 80 km/h voy por la acera, aunque a algunos peatones les moleste otros son la mar de majos. .",NO,SPAM,NONE
615-48236-4,just it!.,NO,SPAM,NONE
615-51965-0,"En aceras anchas con poca afluencia de peatones es factible si vas a velocidad moderada, pero aún así está prohibido.",YES,CLAIM,NONE
615-51965-1,"Si te da miedo ir por la carretera, prueba a hacer rutas por calles de poco tráfico y de uno o dos carriles, la cosa cambia bastante y te lo digo como ciclista que al principio pensaba como tú.",NO,SPAM,NONE
615-57405-0,"Ya intenté eso de calles tranquilas, ir por el medio del carril etc. , pero me ha pasado de todo.",NO,SPAM,NONE
615-57405-1,"Me han atropellado con una moto, me han golpeado con un copche que quería adelantarme con mucha prisa.",NO,SPAM,NONE
615-57405-2,En fin.,NO,SPAM,NONE
615-57405-3,"Que lo siento mucho, pero sigo por mi acera, sabiendo que si hay peatón me toca esperarme con mucha educación, e incluso bajarme de la bicicleta porque la acera es para ellos y no para mi.",NO,SPAM,NONE
615-57405-4,Pero en fin.,NO,SPAM,NONE
615-57405-5,Hasta que no haya una cultura automovilistica un poco más respetuosa con las vidas ajenas prefiero seguir así.,NO,SPAM,NONE
615-57405-6,Desde que soy madre me he vuelto más cagona jeje.,NO,SPAM,NONE
615-67971-0,En treinta años moviéndome por Madrid en bicicleta jamás me pasó nada de eso.,NO,SPAM,NONE
615-67971-1,"Lo que sí se ve de unos años a esta parte son cilistas con comportamiento inconsciente, curzando carriles sin aviso previo, yendo por la acera sin disminuir la velocidad en las esquinas, etc. , sobre todo usuarios de BiciMad.",NO,SPAM,NONE
615-67971-2,Viendo eso entiendo por qué haya quien dice que los ciclistas son un peligro.,NO,SPAM,NONE
615-67971-3,"Los accidentes no son por saltarse semáforos o por ir por la acera, sino por inconsciencia de pensar que ir en bicicleta da derecho a todo.",NO,SPAM,NONE
615-78086-0,"Pues después de estar 30 años moviéndote por Madrid en bicicleta, pues parece que no te has leído la ordenanza municipal.",NO,SPAM,NONE
615-78086-1,Está terminantemente prohibido circular en bicicleta por las aceras.,YES,CLAIM,NONE
615-84190-0,Yo no he dicho que no esté prohibido.,NO,SPAM,NONE
615-140692-0,"Estoy de acuerdo con Jesús, circular por la acera además de ilegal, pones en peligro a los peatones.",YES,CLAIM,NONE
615-140692-1,"El lugar de la bicicleta es la calzada y como ciclista, apoyo que se multe a quien circula por la acera.",YES,CLAIM,NONE
615-73693-0,Estoy de acuerdo en que los conductores muchas veces son somos irrespetuosos con las bicicletas.,YES,CLAIM,NONE
615-73693-1,"Ahora bien, hay muchas veces que tampoco el ciclista lo pone fácil: estoy cansada de encontrarme con ciclistas que, en vez de ir por su carril bicicleta y en Sanchinarro existe y está bien diferenciado del carril se emperran en ir por la calzada.",YES,PREMISE,OPPOSITION
615-73693-2,Si a esto le sumas la hora punta lo raro es que no haya más accidentes porque nadie se espera encontrarse a un ciclista a 10 km/h de repente en una zona de 50 y donde sabes que hay un carril bicicleta.,YES,PREMISE,ADDITION
615-84010-0,Error de partida.,NO,SPAM,NONE
615-140693-0,El uso del carril bicicleta no es obligatorio igual que no lo es que los coches circulen por las autopistas.,YES,CLAIM,NONE
615-140693-1,Tanto es así que en muchas calles además del carril bicicleta se pinta un ciclocarril para recordarle a los conductores que los carriles bicicleta no son para expulsar a las bicicletas de la calzada.,YES,PREMISE,PRECISION
615-140693-2,"Si cuando ves un ciclista no puedes reducir tu velocidad para ajustarte a la del ciclista, significa que circulas con velocidad excesiva, aun cuando estés por debajo del límite.",NO,SPAM,NONE
615-140693-3,Antes de criticar hay que conocerse el reglamento.,NO,SPAM,NONE
615-78085-0,"Estoy a favor de que haya más ciclistas, pero que por favor, antes de circular por bicicleta por Madrid se lean la ordenanza municipal y cumplan las reglas.",YES,PREMISE,CONCESSION
615-78085-1,"Entre ellas, deberían saber que está prohibido circular en bicicleta por las aceras a cualquier hora del día, independientemente de la anchura de la acera e independientemente de si van con un menor o no.",YES,PREMISE,PRECISION
615-78085-2,Está prohibido para ciclistas de todas las edades que no pueden llevar los auriculares puestos cuando van en bicicleta y tampoco circular en dirección contraria por la carretera.,YES,CLAIM,NONE
615-140695-0,"El tema de la dirección contraria a las bicicletas, si bien aquí es ilegal, hay una tendencia en Europa a permitirlo en calles residenciales poco tráfico con anchura suficiente.",YES,CLAIM,NONE
615-140695-1,"Muchas calles son de sentido único porque en España toda la señalización está pensada para el coche, pero en muchas calles donde dos coches no pueden cruzarse, pueden hacerlo un coche y un ciclo con seguridad.",YES,PREMISE,CONCESSION
615-140695-2,"También el sentido único se suele poner para ser evitar el tráfico de paso en calles residenciales, pero con las bicicletas no supone un problema.",YES,PREMISE,ADDITION
615-140695-3,"No obstante, esto en España solo se puede articular como se ha hecho en la calle Reyes, señalizando un carril bicicleta en contrasentido, pues facilita un camino tranquilo y directo a la bicicleta, evitando que los coches lo usen como atajo.",YES,PREMISE,REASON
615-95756-0,Antes de pedir derechos deben cumplir con sus deberes.,NO,SPAM,NONE
615-95756-1,Unos lo hacen bien y otros mal.,NO,SPAM,NONE
615-95756-2,Solo se pide que multen a los que van mal.,NO,SPAM,NONE
615-95756-3,Porque he llegado a ver cosas peligrosas de verdad.,NO,SPAM,NONE
615-95756-4,"Circulan por el carril autobús, se saltan semáforos, ceda el paso, pasos de cebra.",NO,SPAM,NONE
615-95756-5,Pasan por la acera a su libre albedrío según les convenga.,NO,SPAM,NONE
615-95756-6,Van por carretera teniendo carril bicicleta a un metro.,NO,SPAM,NONE
615-95756-7,Para pedir derechos hay que cumplir obligaciones.,NO,SPAM,NONE
615-95756-8,"Si quieren que se les trate por igual, que se les multe como lo hacen con los vehículos a motor.",YES,CLAIM,NONE
615-140691-0,"El uso del carril bicicleta no es obligatorio igual que no es obligatorio que los coches vayan por las autopistas Es perfectametne legal circular por la calzada, aún cuando hay un carril bicicleta a un metro.",YES,CLAIM,NONE
615-140691-1,"Quien lo hace, sus motivos los tiene y la ley le ampara.",NO,SPAM,NONE
615-18799-0,Estupendo que se multe ya está bien los peatones tenemos derecho a circular por las aceras sin estar pendiente a los ciclistas.,NO,SPAM,NONE
615-18983-0,"Los ciclistas por las aceras son un peligro total para el peatón, y, además cuando se lo adviertes, te suelen increpar.",YES,CLAIM,NONE
615-19098-0,"El otro día casi me atropella una bicicleta, porque no respetó un semáforo en verde.",NO,SPAM,NONE
615-19098-1,Y no ha sido la primera vez!.,NO,SPAM,NONE
615-19124-0,Concienciarnos de que las aceras son un espacio urbano reservado al peatón es un requisito necesario para tener una ciudad habitable.,YES,CLAIM,NONE
615-19124-1,Reproducir el comportamiento agresivo de muchos conductores de coches en la calzada avasallando al más débil en la acera con la bicicleta es multiplicar un problema.,NO,SPAM,NONE
615-19124-2,Reforzar la educación cívica con sanciones proporcionadas y justas es un recurso a tener en cuenta.,YES,CLAIM,NONE
615-19124-3,"Bicis sí, pero no a costa del peatón y sus espacios.",NO,SPAM,NONE
615-19182-0,"Primero, usa las minúsculas.",NO,SPAM,NONE
615-19182-1,"Segundo, tu propuesta no tiene sentido porque sí se multa a los ciclistas que se saltan las normas de circulación.",YES,PREMISE,REASON
615-19182-2,Otra cosa es que no haya policía que los vea para multarles.,YES,PREMISE,OPPOSITION
615-19182-3,Cosa que pasa igual con coches o peatones.,YES,PREMISE,SIMILARITY
615-19182-4,Si te pones a contar la cantidad de coches que superan el límite de velocidad de 30 o 50 en ciudad que no se multan igual superaban por cientos de veces a las bicicletas.,NO,SPAM,NONE
615-19222-0,Qué manía con perseguir a los ciclistas.,NO,SPAM,NONE
615-19222-1,¿Multamos también a los peatones que se saltan un semáforo en rojo?,NO,SPAM,NONE
615-19222-2,"Mejor opción es revisar todos los semáforos, y en prácticamente todos en los que se pueda, que por lo general se puede poner una bicicleta en ámbar parpadeando para que puedan pasar.",YES,CLAIM,NONE
615-19222-3,Porque una bicicleta no es un coche.,YES,PREMISE,REASON
615-19222-4,"Una vez se haya hecho esto, éso sí, castigar a quien incumpla las normas.",NO,SPAM,NONE
615-19222-5,"Pero hoy en día los semáforos están diseñados para coches, y no para bicicletas.",YES,CLAIM,NONE
615-19276-0,"Pues si no cumplen las normas, si, vuelvo a repetir falta edución vial y la unica manera de aprender es la multa, hasta que todo el mundo cumpla las normas.",YES,CLAIM,NONE
615-19276-1,"Nos jugamos vidas, no se puede cruzar por donde nos apetezca, ni andar por mitad de la carretera teniendo una acera.",NO,SPAM,NONE
615-19276-2,Esto lo veo todos los días.,NO,SPAM,NONE
615-19648-0,No tienes ni idea.,NO,SPAM,NONE
615-19648-1,"Da igual que haya acera, las bicicletas tienen que ir por la calzada y por el medio del carril por mucho que te fastidie.",YES,CLAIM,NONE
615-37567-0,Estoy totalmente a favor del uso de la bicicleta como medio de transporte para Madrid pero considero que debería regularse minimamente para evitar/prevenir accidentes.,YES,CLAIM,NONE
615-37567-1,No es normal que no sea obligatorio el uso de chaleco reflectante.,NO,SPAM,NONE
615-37567-2,"En Irlanda por ejemplo es obligatorio, si no lo llevas puesto te expones a una multa.",NO,SPAM,NONE
615-37567-3,"Por la noche, se antoja imprescindible el uso de luces tanto delanteras como traseras para señalizar la presencia de los ciclistas a terceros vehículos, peatones, otros ciclistas.",NO,SPAM,NONE
615-37567-4,Y no entro ya en la obligatoriedad del uso del casco.,NO,SPAM,NONE
615-37567-5,"Con lo fácil que es fijarse en ciudades importantes de Bélgica, Holanda o Irlanda donde la presencia de los ciclistas es más que bienvenida en las calzadas.",NO,SPAM,NONE
615-38659-0,Esto forma parte del desconocimiento.,NO,SPAM,NONE
615-38659-1,"El uso de la bicicleta ya está regulado y algunas de las cosas que dices, como el uso de luces de señalización por las noches ya es obligatorio.",YES,CLAIM,NONE
615-38659-2,"También se multa a los ciclistas que no cumplen las normas de la misma manera que a los coches, ni más ni menos.",YES,PREMISE,ADDITION
615-38659-3,El problema de esta propuesta es que algunos les gustaría que a las bicicletas se las multase más por lo visto.,YES,CLAIM,NONE
615-38659-4,"En todo caso, el fondo del problema es prestar atención a una propuesta que pide algo que ya se hace.",YES,PREMISE,ALTERNATIVE
615-51962-0,"En Alemania solo te exigen las luces, no ir disfrazado.",NO,SPAM,NONE
615-51962-1,Se trata de normalizar el uso de la bicicleta y con unas buenas luces homologadas que no se apaguen imediatamente cuando la bicicleta se para pasa con las antiguas de dinamo es suficiente para ver al ciclista.,NO,SPAM,NONE
615-51962-2,El casco y el chaleco solo es opcional.,NO,SPAM,NONE
615-51962-3,"Ten en cuenta que la bicicleta no tiene sitio para guardarlo, imagínate tener que ir cargando con un casco de bicicleta a todos lados.",NO,SPAM,NONE
615-140696-0,"En Irlanda, para cuando escribiste el mensaje, ya llevaba unos meses abolida la obligación del casco en la bicicleta.",NO,SPAM,NONE
615-140696-1,Actualmente ningún país de Europa obliga el uso del casco en entornos urbanos.,NO,SPAM,NONE
615-140696-2,Tampoco es obligatorio el uso del chaleco en entornos urbanos.,NO,SPAM,NONE
615-51961-0,Pues sí falta educación vial.,NO,SPAM,NONE
615-51961-1,"Y deberías dar ejemplo mirándote la normativa: está prohibido que las bicicletas circulen por la acera, deben ir por el medio de la carretera.",YES,CLAIM,NONE
615-51961-2,"Como ciclista que no se salta ni un semáforo, por cierto estoy harta de que me piten conductores que como tú, desconocen la normativa y me adelantan sin cambiarse de carril, me tocan la bocina con el riesgo que hay de que me asuste y acabe debajo de un coche, etc.",NO,SPAM,NONE
615-51961-3,"Deberían de informar a los conductores o mejor, hacerles conducir en bicicleta durante una semana en Madrid para que vieran lo que se siente.",YES,CLAIM,NONE
615-83828-0,No puedo estar más de acuerdo con este comentario.,NO,SPAM,NONE
615-92694-0,Creo que todos los ciclistas de Madrid hemos sufrido esto de los bocinazos.,YES,CLAIM,NONE
615-92694-1,Yo lo que hago es que cuando les adelanto en el siguiente semáforo en rojo les toco la ventana y les explico por qué no pueden andar pitando a alguien que va en bicicleta.,NO,SPAM,NONE
615-140697-0,"Entre otras cosas porque cualquier uso de la bocina para algo que no sea evitar un accidente está prohibido pitar a un coche mal aparcado que no te deja salir o al que tienes delante para avisarle que ya tiene el semáforo en verde, es tan ilegal como circular en bicicleta por la acera.",YES,CLAIM,NONE
615-39396-0,No sé quien persigue a los ciclistas.,NO,SPAM,NONE
615-39396-1,"Lo que sí sé, y cualquiera puede ver en las aceras de las calle de Madrid, es quién persigue a l@s que vamos andando por ellas, y son los ciclistas que sin ningún respeto nos molestan creyendo que tienen patente de corso para circular por una vía peatonal.",YES,CLAIM,NONE
615-48329-0,Me considero ciclista y no estoy de acuerdo con tu comentario.,NO,SPAM,NONE
615-48329-1,"Una bicicleta no es un coche, pero es parte del tráfico y los semáforos están diseñados para regular el tráfico.",YES,CLAIM,NONE
615-48329-2,"Con el coche o con una moto, si quieres que sea más parecido puedes saltarte exactamente igual el semáforo, pero somos conscientes de que si todo el mundo hace eso, esto sería la India.",NO,SPAM,NONE
615-71139-0,"Por cierto, un camión, ambulancia, ciclomotor y otros que circulan por la vía no son coche y saben perfectamente lo que significa el rojo, el ámbar o el verde aunque no tenga un dibujo de su vehículo.",NO,SPAM,NONE
615-84013-0,No parece que lo hayáis entendido.,NO,SPAM,NONE
615-84013-1,"La bicicleta tiene características claramente diferenciadas en términos de velocidad de arranque, maniobrabilidad y aceleración.",YES,CLAIM,NONE
615-84013-2,El semáforo ámbar solo para bicicletas que regula su tráfico de forma diferenciada es una solución técnica contemplada en muchos estudios y propuestas de regulación de tráfico adaptado a vehículos con características distintas.,YES,PREMISE,ADDITION
615-71135-0,Multa nos a los peatones que se saltan un semáforo rojo?,NO,SPAM,NONE
615-71135-1,si Multamos toda la actitud incivica que pueda ocasionar graves daños al resto de los ciudadanos.,NO,SPAM,NONE
615-71135-2,Cada uno con su nivel de riesgo y responsabilidad.,NO,SPAM,NONE
615-19233-0,"Deberíamos restringir el uso del coche en todo el centro de Madrid, así no habría a quien multar.",YES,CLAIM,NONE
615-19233-1,Todos/as en bicicleta y transporte público.,NO,SPAM,NONE
615-140698-0,"Al final vas a tener que dejar pasar a Taxis, Ubers, Minusválidos, eléctricos, residentes para llegar a su garaje Más interesante es doblar el impuesto de circulación a quien no pueda demostrar que tiene una plaza de garaje para el vehículo y por lo tanto se va a aprovechar del espacio público.",NO,SPAM,NONE
615-19267-0,"Yo soy ciclista y siento verguenza, de todas formas, el vehículo no hace a las personas, son las personas las que hacen el vehículo, es un problema de educación vial.",NO,SPAM,NONE
615-19372-0,"Estoy a favor de que se potencie el uso de la bicicleta en Madrid, y respeto a los ciclistas, pero si debería controlarse que respeten las normas de circulación y no circulen por la acera.",YES,CLAIM,NONE
615-19372-1,"Igualmente, debería sancionarse a los coches que no respetan a los ciclistas, y que convierten el carril de 30 en un peligro para la integridad de los mismos.",YES,PREMISE,SIMILARITY
615-19508-0,"Los ciclistas deben tener en cuenta que no son peatones, por lo que no deben utilizar las calzadas de peatones.",YES,CLAIM,NONE
615-19508-1,"Menos mal que todavía no son demasiados, de otra forma, de otra forma, harían imposible la circulación de peatones y coches.",NO,SPAM,NONE
615-19650-0,No hay calzadas de peatones.,NO,SPAM,NONE
615-19650-1,Se llaman aceras y las bicicletas ya tienen prohibido ir por ellas a no ser que su conductor vaya andando.,NO,SPAM,NONE
615-19676-0,A los ciclistas ya se les multa cuando incumplen las normas de tráfico por lo que esta propuesta carece de sentido.,YES,CLAIM,NONE
615-19676-1,"Otra cosa es que no les multen cuando no les ven, pero en eso son similares a cualquier peatón que cruza por medio de la calle sin paso de cebra o a cualquier vehículo que hace pirulas o no respeta el límite de 50 en ciudad o de 30 en los carriles marcados a dicha velocidad.",YES,PREMISE,OPPOSITION
615-19676-2,Por tanto creo que deberías reformular tu propuesta pidiendo más policía lo cual realmente no creo que haga falta.,YES,PREMISE,RESULT
615-19676-3,Quizá estarías menos quemado si dejaras el coche y fueras en bicicleta.,NO,SPAM,NONE
615-19827-0,Algunos se creen que Madrid es Copenhague o Amsterdam.,NO,SPAM,NONE
615-19827-1,"Algunos vivimos a muchos kilómetros del curro y problemas para ir en bicicleta, parece que habéis descubierto América!.",NO,SPAM,NONE
615-30966-0,No entiendo tu comentario.,NO,SPAM,NONE
615-30966-1,Redáctalo de nuevo y veo si te puedo contestar.,NO,SPAM,NONE
615-140699-0,Y quién te dice a ti que la gente en Copenhague o Amsterdam vive cerca del curro?,NO,SPAM,NONE
615-140699-1,¿Por qué tenemos los madrileños que soportar el tráfico y la congestión que provoca el que egoístamente se ha ido a vivir lejos de la ciudad?.,NO,SPAM,NONE
615-19832-0,"Son bastantes los usuarios de bicicletas y más aún aquellos que por turismo vienen a nuestra Ciudad de Madrid, los que incumplen las normas de tráfico a las que deben cumplir por utilizar este medio de transporte.",YES,CLAIM,NONE
615-19832-1,Infracciones como circular por dirección prohibida.,NO,SPAM,NONE
615-19832-2,"Cruzar los pasos de cebra pedaleando a velocidad considerable, saltarse los semáforos, circular por las aceras, circular sin luces tanto delanteras como traseras durante la noche, etc.",NO,SPAM,NONE
615-19832-3,"Todas estas infracciones son un peligro, que es el accidente con consecuencias a vecesgraves, sobre todo para el ciclista.",NO,SPAM,NONE
615-19832-4,"Por ello mi propuesta sería la elaboración de una normativa municipal donde se exiguiese por ejemplo: Unos cascos para protección de la cabeza, unos reflectantes para la noche y así ser mejor vistos repatir folletos informando de la importación para el propio usuario del cumplimento de las normas de circulación.",YES,CLAIM,NONE
615-19832-5,"Efuerzo de todos, beneficios para todos.",NO,SPAM,NONE
615-19873-0,"Estoy de acuerdo, aunque también habría que respetar el paso de los peatones y ciclistas en aquellos pasos de cebra regulados por semáforos con luz amarilla intermitente, ya que hay muchos conductores que parecen no recordar que esto implica que se debe circular con precaución, y que al estar este semáforo parpadeando, el de los peatones y ciclistas se encuentra en verde y deberían dejar transitar a los usuarios con normalidad.",YES,PREMISE,REASON
615-19916-0,"Son un peligro, van a toda ostia y con la musica a todo volumen.",NO,SPAM,NONE
615-19916-1,Eso unido a sus limitadas entendederas hacen imprescindible la sanción.,NO,SPAM,NONE
615-20562-0,Menuda generalización gratuita.,NO,SPAM,NONE
615-20562-1,"Evidentemente, si te has cruzado con alguien así yo lo he hecho entiendo tu comentario, porque ir con la música y a toda velocidad, además de saltarse las normas, es irresponsable y peligroso para ellos.",NO,SPAM,NONE
615-20562-2,"Pero te aseguro que hay muchos otros, entre los que me incluyo, que no sólo circulamos como un vehículo más, respetando las normas, y sin usar música, si no que también nos molesta la actitud de los ciclistas y conductores y peatones también irrespetuosos.",NO,SPAM,NONE
615-20562-3,Así que mejor no generalizar.,NO,SPAM,NONE
615-20028-0,Soy ciclista y pienso lo mismo ya que ponen en peligro su vida y la de otro pusiendo ocasionar un atropello.,NO,SPAM,NONE
